ga:year,ga:month,ga:region,ga:city,ga:users,ga:sessions
2016,02,(not set),(not set),3,3
2016,02,Bucharest,Bucharest,1,1
2016,02,California,San Diego,1,1
2016,02,California,Thousand Oaks,1,2
2016,02,District of Columbia,Washington,1,1
2016,02,Dubai,Dubai,1,1
2016,02,England,(not set),1,1
2016,02,England,Aldershot,1,1
2016,02,England,Aveley,1,1
2016,02,England,London,2,2
2016,02,England,Manchester,1,1
2016,02,Georgia,(not set),1,1
2016,02,Gyor-Moson-Sopron,Gyor,1,1
2016,02,Iowa,Bettendorf,1,1
2016,02,Karnataka,Bengaluru,2,3
2016,02,Lower Silesian Voivodeship,Wroclaw,1,1
2016,02,Masovian Voivodeship,Warsaw,1,1
2016,02,Massachusetts,Burlington,1,1
2016,02,Michigan,Oak Park,1,1
2016,02,Minnesota,Lakeville,1,1
2016,02,Missouri,St. Louis,1,1
2016,02,New York,New York,3,4
2016,02,North Carolina,Charlotte,1,1
2016,02,Ontario,Mississauga,1,1
2016,02,Rostov Oblast,Rostov-on-Don,1,1
2016,02,Tennessee,Alcoa,1,1
2016,02,Tennessee,Nashville,2,2
2016,02,Tennessee,Shelby County,1,1
2016,02,Texas,Dallas,1,1
2016,02,Vermont,Middlebury,1,1
2016,02,Virginia,Ashburn,1,1
2016,02,Virginia,Springfield,1,1
2016,02,Washington,Union Hill-Novelty Hill,1,1
2016,02,Western Australia,Perth,1,1
2016,02,(not set),Macau,1,1
2016,02,Attica,Athens,1,1
2016,02,California,Los Angeles,1,1
2016,02,England,Ormskirk,1,1
2016,02,England,Uckfield,1,1
2016,02,Florida,Gateway,1,1
2016,02,Gauteng,Johannesburg,1,1
2016,02,Gauteng,Pretoria,1,1
2016,02,Illinois,Oak Brook,1,1
2016,02,Kansas,Lawrence,1,2
2016,02,Karnataka,Bengaluru,1,1
2016,02,Kerala,Kannur,1,1
2016,02,Lesser Poland Voivodeship,Krakow,1,1
2016,02,Ljubljana,Ljubljana,1,1
2016,02,Maharashtra,Mumbai,1,1
2016,02,New York,New York,2,2
2016,02,Ontario,Ottawa,1,1
2016,02,Pays de la Loire,Angers,1,1
2016,02,Prague,Prague,1,1
2016,02,Selangor,Cyberjaya,1,1
2016,02,Tamil Nadu,Chennai,1,1
2016,02,Telangana,Hyderabad,1,1
2016,02,Virginia,Bon Air,1,1
2016,03,California,(not set),1,1
2016,03,Delhi,New Delhi,1,1
2016,03,Dublin City,Dublin,1,1
2016,03,England,London,2,2
2016,03,Florida,Palmetto Bay,1,1
2016,03,Lower Silesian Voivodeship,Wroclaw,1,1
2016,03,Mexico City,Mexico City,1,1
2016,03,Michigan,Texas charter Township,1,1
2016,03,New Jersey,Wallington,1,1
2016,03,New South Wales,Sydney,1,1
2016,03,New York,New York,2,2
2016,03,New York,Syracuse,1,1
2016,03,North Brabant,Eindhoven,1,1
2016,03,North Holland,Amsterdam,1,1
2016,03,Pennsylvania,Moon,1,1
2016,03,Samara Oblast,Samara,1,1
2016,03,South Australia,Adelaide,1,1
2016,03,Texas,Houston,1,1
2016,03,Washington,Bellevue,1,1
2016,03,Zurich,Uster,1,1
2016,03,(not set),Hong Kong,1,1
2016,03,(not set),Singapore,1,1
2016,03,Ankara,Ankara,1,1
2016,03,Berlin,Berlin,1,1
2016,03,British Columbia,New Westminster,1,1
2016,03,California,Elk Grove,1,1
2016,03,California,Rancho Cordova,1,1
2016,03,Delhi,New Delhi,2,2
2016,03,Dubai,Dubai,1,1
2016,03,Dublin City,Dublin,1,1
2016,03,England,Bedford,1,1
2016,03,England,Coventry,1,1
2016,03,England,London,2,2
2016,03,Florida,Homestead,1,1
2016,03,Karnataka,Bengaluru,1,1
2016,03,Maharashtra,Mumbai,1,1
2016,03,Maryland,Baltimore,1,1
2016,03,Maryland,Parole,1,1
2016,03,Massachusetts,Boston,1,1
2016,03,New York,New York,1,1
2016,03,New York,Syracuse,1,1
2016,03,North Carolina,Charlotte,1,1
2016,03,North Rhine-Westphalia,Cologne,1,1
2016,03,Ontario,Huntsville,1,1
2016,03,Ontario,Oakville,1,1
2016,03,Ontario,Toronto,1,1
2016,03,Oslo,Oslo,1,1
2016,03,Pennsylvania,Bethlehem,1,1
2016,03,Pennsylvania,Gilbertsville,1,1
2016,03,Prague,Prague,1,1
2016,03,Samara Oblast,Samara,1,1
2016,03,Skane County,(not set),1,1
2016,03,State of Mato Grosso,Varzea Grande,1,1
2016,03,State of Sao Paulo,Campinas,1,1
2016,03,Texas,Fort Worth,1,1
2016,03,Texas,Houston,2,2
2016,03,Utah,American Fork,1,1
2016,03,Uttar Pradesh,Noida,1,1
2016,03,Virginia,Potomac Falls,1,1
2016,03,West Java,Bandung,1,1
2016,03,(not set),(not set),3,3
2016,03,(not set),Hong Kong,1,1
2016,03,California,Los Angeles,1,1
2016,03,Capital Region of Denmark,Copenhagen,1,1
2016,03,Delhi,New Delhi,1,1
2016,03,England,(not set),1,1
2016,03,England,Hull,5,5
2016,03,England,London,2,2
2016,03,Florida,Bradenton,1,1
2016,03,Florida,Town 'n' Country,1,1
2016,03,Kerala,Kochi,1,1
2016,03,Kyiv city,Kiev,1,3
2016,03,Lower Silesian Voivodeship,Wroclaw,1,1
2016,03,New Jersey,Franklin Township,1,1
2016,03,New Jersey,Jersey City,2,6
2016,03,New Jersey,Paramus,1,1
2016,03,New York,New York,1,1
2016,03,North Carolina,Greenville,1,1
2016,03,Ontario,Kitchener,1,1
2016,03,Ontario,Mississauga,1,1
2016,03,Ontario,Newmarket,1,1
2016,03,Ontario,Toronto,3,3
2016,03,Pennsylvania,Philadelphia,1,1
2016,03,Pomeranian Voivodeship,Gdansk,1,1
2016,03,Quebec,Montreal,1,1
2016,03,Samara Oblast,Samara,1,1
2016,03,Scotland,(not set),1,1
2016,03,Texas,Austin,1,1
2016,03,Texas,Grand Prairie,1,1
2016,03,Texas,San Antonio,1,1
2016,03,Virginia,Lynchburg,1,1
2016,03,(not set),(not set),1,1
2016,03,Alabama,Tuscaloosa,1,1
2016,03,California,San Diego,1,1
2016,03,England,Hull,1,1
2016,03,Ishikawa Prefecture,Kanazawa,1,1
2016,03,Karnataka,Bengaluru,1,1
2016,03,Kyiv city,Kiev,1,1
2016,03,Massachusetts,Amherst,1,1
2016,03,New Jersey,Belleville,1,1
2016,03,Ontario,Toronto,2,2
2016,03,Virginia,Reston,1,1
2016,04,(not set),(not set),1,1
2016,04,(not set),Belgrade,1,1
2016,04,(not set),Muscat,1,1
2016,04,British Columbia,Vancouver,1,1
2016,04,California,San Diego,1,1
2016,04,England,London,1,1
2016,04,Georgia,Roswell,1,1
2016,04,Haryana,Gurgaon,1,1
2016,04,Kansas,Wichita,1,1
2016,04,Kyiv city,Kiev,1,1
2016,04,Maharashtra,Pune,1,1
2016,04,Makkah Province,Jeddah,1,1
2016,04,Michigan,Detroit,1,1
2016,04,Moscow,Moscow,1,1
2016,04,Nevada,Henderson,1,1
2016,04,New South Wales,Sydney,1,1
2016,04,New York,New York,5,5
2016,04,Nova Scotia,Sydney,1,1
2016,04,Ontario,Toronto,1,1
2016,04,Sindh,Karachi,1,1
2016,04,Sofia City Province,Sofia,1,1
2016,04,Victoria,Melbourne,1,1
2016,04,Virginia,Laurel,1,1
2016,04,Washington,Kirkland,1,1
2016,04,(not set),(not set),32,32
2016,04,(not set),Dhaka,1,1
2016,04,(not set),Forssa,1,1
2016,04,(not set),Hong Kong,2,2
2016,04,(not set),Manama,1,1
2016,04,Akita Prefecture,Akita,1,1
2016,04,Aomori Prefecture,Aomori,1,1
2016,04,Auckland,Auckland,1,1
2016,04,Bavaria,Erlangen,1,1
2016,04,Bihar,Patna,1,1
2016,04,California,Los Angeles,2,2
2016,04,California,Oakland,1,1
2016,04,California,San Diego,1,1
2016,04,California,San Ramon,1,2
2016,04,California,Simi Valley,1,1
2016,04,Capital Region of Denmark,Copenhagen,1,1
2016,04,Colorado,Highlands Ranch,1,1
2016,04,Delhi,New Delhi,1,1
2016,04,England,Coventry,1,1
2016,04,England,Hull,2,2
2016,04,England,London,1,1
2016,04,England,Portsmouth,1,1
2016,04,England,Salford,1,1
2016,04,England,Salisbury,1,1
2016,04,Florida,Tallahassee,1,1
2016,04,Friuli-Venezia Giulia,Udine,2,2
2016,04,Guangdong,Huizhou,1,1
2016,04,Guayas,Guayaquil,1,1
2016,04,Hesse,Frankfurt,1,1
2016,04,Illinois,Chicago,1,1
2016,04,Illinois,Hoffman Estates,1,1
2016,04,Kyiv city,Kiev,1,1
2016,04,Ljubljana,Ljubljana,1,1
2016,04,Lower Austria,Krems an der Donau,1,1
2016,04,Maharashtra,Nashik,1,1
2016,04,Maharashtra,Pune,1,1
2016,04,Maine,Brunswick,1,1
2016,04,Maryland,Bel Air South,1,1
2016,04,Masovian Voivodeship,Warsaw,1,1
2016,04,New Jersey,Hopewell Township,1,1
2016,04,New Jersey,Millville,1,1
2016,04,New Jersey,West Orange,1,1
2016,04,New York,Buffalo,1,1
2016,04,New York,New York,4,4
2016,04,Nuevo Leon,Monterrey,1,1
2016,04,Ohio,Columbus,1,1
2016,04,Oita Prefecture,Oita,1,1
2016,04,Ontario,Brampton,1,1
2016,04,Ontario,Mississauga,1,1
2016,04,Ontario,Ottawa,1,1
2016,04,Ontario,St. Catharines,1,1
2016,04,Ontario,Waterloo,1,1
2016,04,Oriental,Oujda,1,1
2016,04,Pennsylvania,Franklin,1,1
2016,04,Pennsylvania,Philadelphia,1,1
2016,04,Piedmont,Turin,1,1
2016,04,Quebec,Laval,1,1
2016,04,Rhone-Alpes,(not set),1,1
2016,04,Saxony,Freiberg,1,1
2016,04,Scotland,Musselburgh,1,1
2016,04,Seoul,Seoul,1,1
2016,04,Special Capital Region of Jakarta,(not set),1,1
2016,04,State of Goias,Goiania,1,1
2016,04,State of Rio de Janeiro,Rio de Janeiro,1,1
2016,04,Stockholm County,Stockholm,1,1
2016,04,Taoyuan County,Zhongli District,1,1
2016,04,Telangana,Hyderabad,2,2
2016,04,Tennessee,Nashville,1,1
2016,04,Texas,Dallas,1,1
2016,04,Tokyo,Shinjuku,1,1
2016,04,Victoria,Melbourne,1,1
2016,04,Virginia,Arlington,2,3
2016,04,West Bengal,Kolkata,1,1
2016,04,West Virginia,Charleston,1,1
2016,04,(not set),(not set),23,23
2016,04,(not set),Singapore,1,1
2016,04,Alberta,Calgary,1,1
2016,04,Attica,Athens,1,1
2016,04,Autonomous City of Buenos Aires,Buenos Aires,1,1
2016,04,Bangkok,Bangkok,1,1
2016,04,Beijing,Beijing,1,1
2016,04,Bucharest,Bucharest,1,1
2016,04,Budapest,Budapest,1,1
2016,04,California,Azusa,1,1
2016,04,California,Oakland,1,7
2016,04,California,San Diego,1,1
2016,04,Canterbury,Christchurch,1,1
2016,04,Community of Madrid,Rivas-Vaciamadrid,1,1
2016,04,Delhi,New Delhi,2,2
2016,04,Ehime Prefecture,Matsuyama,1,1
2016,04,England,Earley,1,1
2016,04,England,High Wycombe,1,1
2016,04,England,Iver,1,1
2016,04,England,London,1,1
2016,04,England,Tamworth,1,1
2016,04,Erzurum,Erzurum,1,1
2016,04,Fujian,Zhangzhou,1,1
2016,04,Georgia,Atlanta,1,1
2016,04,Ile-de-France,Paris,1,1
2016,04,Illinois,Champaign,1,1
2016,04,Illinois,Chicago,1,1
2016,04,Indiana,Taylorsville,1,1
2016,04,Karnataka,Bengaluru,1,1
2016,04,Kaunas County,Kaunas,1,1
2016,04,Krasnodar Krai,(not set),2,2
2016,04,Liguria,Genoa,1,1
2016,04,Madhya Pradesh,Indore,1,1
2016,04,Massachusetts,Boston,2,2
2016,04,Massachusetts,Concord,1,1
2016,04,Michigan,Grand Rapids,1,1
2016,04,Mie Prefecture,Ise,1,1
2016,04,Moscow Oblast,Podolsk,1,1
2016,04,Nebraska,Omaha,1,1
2016,04,New Jersey,Union,1,1
2016,04,New Jersey,Warren,1,1
2016,04,New South Wales,Sydney,1,1
2016,04,New York,New York,2,2
2016,04,North Holland,Hilversum,1,1
2016,04,Nova Scotia,Windsor,1,1
2016,04,Offaly,(not set),1,1
2016,04,Ohio,Ashland,1,1
2016,04,Ontario,Markham,1,1
2016,04,Ontario,Mississauga,1,1
2016,04,Ontario,Toronto,3,3
2016,04,Otago,Dunedin,1,1
2016,04,Pennsylvania,Philadelphia,1,1
2016,04,Province of Bergamo,Caravaggio,1,1
2016,04,Queensland,Brisbane,1,1
2016,04,Shizuoka Prefecture,Hamamatsu,1,1
2016,04,State of Rio de Janeiro,Rio de Janeiro,1,1
2016,04,State of Sao Paulo,Sao Paulo,1,1
2016,04,Taipei City,(not set),1,1
2016,04,Texas,Fort Worth,1,1
2016,04,Texas,McKinney,1,1
2016,04,Texas,San Antonio,1,1
2016,04,Ticino,Lugano,1,1
2016,04,Tokyo,Koto,1,1
2016,04,Tokyo,Ota,1,1
2016,04,Utrecht,Utrecht,1,1
2016,04,Vilnius County,Vilnius,1,1
2016,04,Virginia,Tysons,1,1
2016,04,Wales,Pontypridd,1,1
2016,04,Wales,Wrexham,1,1
2016,04,West Pomeranian Voivodeship,Szczecin,1,1
2016,05,(not set),(not set),7,7
2016,05,(not set),Am,1,1
2016,05,(not set),Hong Kong,1,1
2016,05,(not set),Sana'a,1,1
2016,05,Alabama,Vestavia Hills,1,1
2016,05,Arizona,Phoenix,1,1
2016,05,Autonomous City of Buenos Aires,Buenos Aires,1,1
2016,05,Bangkok,Bangkok,1,1
2016,05,British Columbia,Burnaby,1,1
2016,05,Buenos Aires Province,Caseros,1,1
2016,05,California,Los Angeles,1,1
2016,05,California,Roseville,1,1
2016,05,California,San Diego,1,2
2016,05,California,San Francisco,1,1
2016,05,California,Sunnyvale,1,1
2016,05,Central Denmark Region,Viborg,1,1
2016,05,Connecticut,South Windsor,1,1
2016,05,Csongrad,Szeged,1,1
2016,05,Dubai,Dubai,2,2
2016,05,East Flanders,Aalst,1,1
2016,05,England,Hull,1,1
2016,05,England,Oswestry,1,1
2016,05,Florida,The Hammocks,1,1
2016,05,Guangdong,Shenzhen,1,1
2016,05,Guangdong,Zhuhai,1,1
2016,05,Hanoi,Hanoi,1,1
2016,05,Harju County,(not set),1,1
2016,05,Hesse,Frankfurt,1,1
2016,05,Illinois,Chicago,3,3
2016,05,Illinois,Glen Ellyn,1,1
2016,05,Illinois,Park Ridge,1,1
2016,05,Indiana,Fishers,1,1
2016,05,Jeollabuk-do,Iksan-si,1,1
2016,05,Lagos,Lagos,1,1
2016,05,Lodz Voivodeship,Skierniewice,1,1
2016,05,Lorraine,Nancy,1,1
2016,05,Louisiana,Baton Rouge,1,1
2016,05,Lviv Oblast,Lviv,1,1
2016,05,Masovian Voivodeship,Warsaw,1,1
2016,05,Massachusetts,Malden,1,1
2016,05,Mersin Province,Mersin,1,1
2016,05,Metro Manila,Quezon City,1,1
2016,05,New South Wales,Sydney,1,1
2016,05,New York,New York,1,1
2016,05,New York,Syracuse,1,1
2016,05,Nitra Region,Nove Zamky,1,1
2016,05,Nizhny Novgorod Oblast,Nizhny Novgorod,1,1
2016,05,North Holland,Amsterdam,1,1
2016,05,Oregon,Portland,1,1
2016,05,Penang,George Town,1,1
2016,05,Piedmont,Turin,1,1
2016,05,Quebec,Longueuil,1,1
2016,05,Riga,Riga,1,1
2016,05,Riyadh Province,Riyadh,1,1
2016,05,Rogaland,Stavanger,1,1
2016,05,Santiago Metropolitan Region,Santiago,1,1
2016,05,South Holland,Leiden,1,1
2016,05,State of Sao Paulo,Sao Paulo,1,1
2016,05,Tamil Nadu,Chennai,1,1
2016,05,Tel Aviv District,Tel Aviv-Yafo,1,1
2016,05,Texas,Rosenberg,1,1
2016,05,Ticino,Lugano,2,2
2016,05,Tokyo,Fuchu,1,1
2016,05,Tokyo,Shinjuku,1,1
2016,05,Victoria,Melbourne,1,1
2016,05,Western Australia,Perth,2,2
2016,05,(not set),(not set),1,1
2016,05,(not set),Belgrade,2,2
2016,05,(not set),Tunis,1,1
2016,05,Alberta,Edmonton,1,1
2016,05,Andalusia,Malaga,1,1
2016,05,Basel-Stadt,Basel,1,1
2016,05,British Columbia,Vancouver,1,1
2016,05,Brussels,Brussels,1,1
2016,05,Brussels,Uccle,1,1
2016,05,Budapest,Budapest,1,1
2016,05,California,Corona,1,1
2016,05,California,Roseville,1,1
2016,05,California,San Francisco,2,2
2016,05,Coahuila,Saltillo,1,1
2016,05,Cork City,Cork,1,1
2016,05,England,Birmingham,1,1
2016,05,England,Derby,1,1
2016,05,England,London,4,4
2016,05,Florida,Orlando,1,1
2016,05,Georgia,(not set),1,1
2016,05,Georgia,Atlanta,1,1
2016,05,Groningen,Groningen,1,1
2016,05,Illinois,Chicago,1,1
2016,05,Indiana,Fort Wayne,1,1
2016,05,Istanbul,Istanbul,1,1
2016,05,Kansas,Overland Park,1,1
2016,05,Maryland,Germantown,1,1
2016,05,Massachusetts,Chelsea,1,1
2016,05,Metro Manila,Valenzuela,1,1
2016,05,Minnesota,Minneapolis,1,1
2016,05,Missouri,Oakville,1,1
2016,05,Narino,Pasto,1,1
2016,05,New Jersey,Jersey City,1,1
2016,05,New South Wales,Sydney,4,4
2016,05,Ontario,Peterborough,1,1
2016,05,Ontario,Toronto,1,1
2016,05,Oregon,Portland,1,1
2016,05,Quebec,Quebec City,1,1
2016,05,Queensland,Toowoomba,1,1
2016,05,Riga,Riga,1,1
2016,05,Taichung City,(not set),1,1
2016,05,Telangana,Hyderabad,1,1
2016,05,Texas,Austin,1,1
2016,05,Texas,Houston,1,1
2016,05,Texas,San Antonio,1,1
2016,05,Uttar Pradesh,Noida,1,1
2016,05,Ankara,Ankara,1,1
2016,05,California,San Francisco,1,1
2016,05,Central Denmark Region,Aarhus,1,1
2016,05,Community of Madrid,Madrid,1,1
2016,05,England,Hull,2,2
2016,05,Hamburg,Hamburg,1,1
2016,05,Haryana,Gurgaon,1,1
2016,05,Indiana,Indianapolis,1,1
2016,05,Lazio,Rome,1,1
2016,05,Limassol,Limassol,1,1
2016,05,Lodz Voivodeship,Rawa Mazowiecka,1,1
2016,05,Maharashtra,Dombivli,1,1
2016,05,Massachusetts,Cambridge,1,1
2016,05,New York,New York,3,3
2016,05,Texas,Fort Worth,1,1
2016,05,Texas,The Woodlands,1,1
2016,05,Victoria,Melbourne,1,1
2016,05,Virginia,McLean,1,1
2016,05,Virginia,Reston,1,1
2016,06,(not set),Hong Kong,1,1
2016,06,Basel-Stadt,Basel,1,1
2016,06,Berlin,Berlin,1,1
2016,06,California,Monterey Park,1,1
2016,06,California,Thousand Oaks,1,1
2016,06,Indiana,Indianapolis,1,2
2016,06,(not set),(not set),1,1
2016,06,Abu Dhabi,Abu Dhabi,1,1
2016,06,Bangkok,Bangkok,1,1
2016,06,Beijing,Beijing,1,1
2016,06,Budapest,Budapest,1,1
2016,06,California,Alhambra,1,1
2016,06,California,Los Angeles,1,1
2016,06,California,San Diego,1,1
2016,06,California,San Francisco,1,1
2016,06,California,San Jose,1,1
2016,06,Center District,Rehovot,1,1
2016,06,Florida,Tallahassee,1,1
2016,06,Georgia,Decatur,1,1
2016,06,Gujarat,Ahmedabad,1,1
2016,06,Ile-de-France,Creteil,1,1
2016,06,Illinois,Chicago,1,1
2016,06,Indiana,Crawfordsville,1,1
2016,06,Karnataka,Bengaluru,1,1
2016,06,Koper,Koper,1,1
2016,06,Mexico City,Mexico City,1,1
2016,06,Missouri,Saint Peters,1,1
2016,06,New Jersey,Roseland,1,1
2016,06,New South Wales,Sydney,1,1
2016,06,Pennsylvania,Philadelphia,1,1
2016,06,Seoul,Seoul,1,1
2016,06,South Holland,Rotterdam,1,1
2016,06,Victoria,Melbourne,3,3
2016,06,(not set),(not set),30,30
2016,06,(not set),Hong Kong,2,2
2016,06,British Columbia,Victoria,1,1
2016,06,District of Columbia,Washington,2,2
2016,06,England,London,1,1
2016,06,England,Northampton,1,1
2016,06,Florida,Hollywood,1,1
2016,06,Gelderland,Groesbeek,1,1
2016,06,Georgia,Augusta,1,1
2016,06,Georgia,Riverdale,1,1
2016,06,Gyeonggi-do,Hwaseong-si,1,1
2016,06,Haryana,Gurgaon,1,1
2016,06,Lombardy,Milan,1,1
2016,06,Maharashtra,Mumbai,1,1
2016,06,Manitoba,Winnipeg,1,1
2016,06,Mexico City,Mexico City,1,1
2016,06,Moscow,Moscow,1,1
2016,06,North Carolina,Lumberton,1,1
2016,06,North Carolina,Morrisville,1,1
2016,06,Northern Ireland,Lurgan,1,1
2016,06,Ohio,Zanesville,1,1
2016,06,Quebec,Montreal,1,1
2016,06,Santiago Metropolitan Region,Santiago,2,2
2016,06,Seoul,Seoul,2,2
2016,06,Texas,Austin,1,1
2016,06,Texas,Houston,1,1
2016,06,Utah,Murray,1,1
2016,06,Victoria,Melbourne,1,1
2016,06,Washington,Seattle,1,1
2016,06,Wellington,Wellington,1,1
2016,06,(not set),Andorra la Vella,1,1
2016,06,(not set),Hong Kong,1,1
2016,06,Auckland,Pukekohe,1,1
2016,06,Basel-Landschaft,Binningen,1,1
2016,06,Bucharest,Bucharest,1,1
2016,06,California,Castro Valley,1,1
2016,06,California,Fremont,1,1
2016,06,California,Simi Valley,1,1
2016,06,Illinois,Chicago,2,2
2016,06,Maharashtra,Mumbai,1,1
2016,06,Metro Manila,Makati,1,1
2016,06,Michigan,Redford Charter Township,1,1
2016,06,New York,New York,1,1
2016,06,Rostov Oblast,Rostov-on-Don,1,1
2016,06,Saint Petersburg,Saint Petersburg,1,1
2016,06,Uppsala County,Uppsala,1,1
2016,06,Uttar Pradesh,Ghaziabad,1,1
2016,07,(not set),Nairobi,1,1
2016,07,California,Los Angeles,1,1
2016,07,California,San Jose,1,1
2016,07,Connecticut,Stamford,1,1
2016,07,England,Birmingham,1,1
2016,07,England,London,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Masovian Voivodeship,Warsaw,1,1
2016,07,Ontario,Brampton,1,1
2016,07,Osaka Prefecture,Osaka,1,1
2016,07,Rhode Island,South Kingstown,1,1
2016,07,Sindh,Karachi,1,1
2016,07,Special Capital Region of Jakarta,Jakarta,1,1
2016,07,Texas,Southlake,1,1
2016,07,Vilnius County,Vilnius,1,1
2016,07,Washington,Seattle,1,1
2016,07,(not set),(not set),29,29
2016,07,(not set),Hong Kong,1,1
2016,07,California,Burbank,1,1
2016,07,California,San Jose,2,2
2016,07,Connecticut,New Haven,1,1
2016,07,Dubai,Dubai,2,2
2016,07,England,Canterbury,1,1
2016,07,England,London,3,3
2016,07,England,Manchester,1,1
2016,07,England,Plymouth,1,1
2016,07,Florida,Sunrise,1,1
2016,07,Illinois,Westmont,1,1
2016,07,Lesser Poland Voivodeship,Krakow,1,1
2016,07,Lisbon,Lisbon,1,1
2016,07,Lower Silesian Voivodeship,Wroclaw,1,1
2016,07,Maharashtra,Pimpri-Chinchwad,1,1
2016,07,New York,New York,1,1
2016,07,North Carolina,Raleigh,1,1
2016,07,Northern Ireland,Belfast,1,1
2016,07,Ohio,Fairfield,1,1
2016,07,Oregon,Portland,1,1
2016,07,Pennsylvania,Lehighton,1,1
2016,07,Quebec,Gatineau,1,1
2016,07,Quebec,Montreal,2,2
2016,07,Rhineland-Palatinate,Trier,1,1
2016,07,Riyadh Province,Riyadh,1,1
2016,07,Texas,Arlington,1,1
2016,07,Texas,Richardson,1,1
2016,07,Virginia,Richmond,1,1
2016,07,(not set),(not set),1,1
2016,07,(not set),Accra,1,2
2016,07,Alaska,Anchorage,1,1
2016,07,Auckland,Auckland,1,1
2016,07,Auvergne,Cournon-d'Auvergne,1,1
2016,07,California,Los Angeles,1,1
2016,07,California,San Jose,1,1
2016,07,California,Santa Rosa,1,1
2016,07,California,Torrance,1,1
2016,07,Delaware,Brookside,1,1
2016,07,Delhi,New Delhi,1,1
2016,07,England,London,5,5
2016,07,Federal Territory of Kuala Lumpur,Kuala Lumpur,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Illinois,Elk Grove Village,1,1
2016,07,Istanbul,Istanbul,1,1
2016,07,Kyiv city,Kiev,1,1
2016,07,Maharashtra,Mumbai,1,1
2016,07,Maine,Bangor,1,1
2016,07,New South Wales,Sydney,1,1
2016,07,New York,New York,2,2
2016,07,Ontario,Markham,1,1
2016,07,Ontario,Toronto,3,3
2016,07,Pennsylvania,Philadelphia,1,1
2016,07,Rhineland-Palatinate,Speyer,1,1
2016,07,Saskatchewan,Regina,1,1
2016,07,Scotland,Arbroath,2,2
2016,07,Seoul,Seoul,1,1
2016,07,Taipei City,(not set),1,1
2016,07,Texas,Prosper,1,1
2016,07,Uttar Pradesh,Ghaziabad,2,2
2016,07,Uttar Pradesh,Kanpur,1,1
2016,07,Vilnius County,Vilnius,1,1
2016,07,Washington,Richland,1,1
2016,07,(not set),(not set),27,27
2016,07,California,San Jose,1,1
2016,07,England,London,1,1
2016,07,England,Rochdale,1,1
2016,07,Illinois,Chicago,1,1
2016,07,Maharashtra,Mumbai,1,1
2016,07,New Jersey,Raritan,1,1
2016,07,New York,New York,1,1
2016,07,North Rhine-Westphalia,Cologne,1,1
2016,07,Smoljan,Smolyan,1,1
2016,07,Valle del Cauca,Cali,1,1
2016,07,Victoria,Melbourne,1,1
2016,08,(not set),(not set),5,5
2016,08,Australian Capital Territory,Canberra,2,2
2016,08,California,Menlo Park,1,1
2016,08,California,Simi Valley,1,1
2016,08,Colorado,Denver,1,1
2016,08,Community of Madrid,Madrid,1,1
2016,08,England,London,2,2
2016,08,England,Reading,1,1
2016,08,Georgia,Atlanta,1,1
2016,08,Gyeonggi-do,Goyang-si,1,1
2016,08,Karnataka,Bengaluru,1,1
2016,08,Lombardy,Milan,1,1
2016,08,Nebraska,Lincoln,1,1
2016,08,New York,New York,1,1
2016,08,Oklahoma,Tulsa,1,1
2016,08,Ontario,Toronto,2,2
2016,08,State of Rio Grande do Sul,Porto Alegre,1,1
2016,08,Telangana,Hyderabad,1,1
2016,08,Tennessee,Memphis,1,1
2016,08,Texas,Dallas,1,1
2016,08,Virginia,Centreville,1,2
2016,08,Wales,Cardiff,1,1
2016,08,Washington,Spokane,1,1
2016,08,(not set),(not set),36,36
2016,08,(not set),Helsinki,1,1
2016,08,Budapest,Budapest,1,1
2016,08,California,San Jose,1,1
2016,08,Central Luzon,Malolos,1,1
2016,08,Colorado,Denver,1,1
2016,08,District of Columbia,Washington,1,1
2016,08,Dublin City,Dublin,1,1
2016,08,Florida,Dunedin,1,1
2016,08,Gelderland,Nijmegen,1,1
2016,08,Harghita County,Gheorgheni,1,1
2016,08,Maharashtra,Vasai,1,1
2016,08,Massachusetts,Boston,1,1
2016,08,New South Wales,Sydney,1,1
2016,08,New York,New York,3,6
2016,08,Ohio,Delhi,1,1
2016,08,Ontario,Mississauga,1,1
2016,08,Ontario,Toronto,2,2
2016,08,Oslo,Oslo,1,1
2016,08,Queensland,Brisbane,2,2
2016,08,Rogaland,Stavanger,1,1
2016,08,Scotland,Arbroath,1,1
2016,08,State of Parana,Curitiba,1,1
2016,08,Taoyuan County,Zhongli District,1,1
2016,08,Telangana,Hyderabad,1,1
2016,08,Texas,Dallas,1,1
2016,08,Texas,Galveston,1,1
2016,08,Texas,Grand Prairie,1,1
2016,08,Texas,Houston,1,1
2016,08,Virginia,Dale City,1,1
2016,08,Virginia,Idylwood,1,1
2016,08,Washington,Everett,1,1
2016,08,Washington,Seattle,1,1
2016,08,Wicklow,Arklow,1,1
2016,08,(not set),(not set),21,21
2016,08,(not set),Hong Kong,1,1
2016,08,(not set),Singapore,3,3
2016,08,(not set),Vantaa,1,1
2016,08,Apulia,Bari,1,1
2016,08,Attica,Kallithea,1,1
2016,08,Bolivar,Guayana City,1,1
2016,08,California,Fremont,1,1
2016,08,California,Mountain View,1,1
2016,08,California,San Bruno,1,1
2016,08,California,San Jose,1,1
